VacancyID,WaitlistName,ProviderName,DateVacancyReported,DateBedAvailable,IsPrivateRoom,RoomGenderLimitation
310,PRIORITY ACCESS VANCOUVER,Care Home 013,2022-08-08,2022-08-10,0,
311,PRIORITY ACCESS RICHMOND,Care Home 026,2024-04-06,2024-04-10,1,Male
312,PRIORITY ACCESS VANCOUVER,Care Home 007,2023-06-02,2023-06-03,0,Female
313,PRIORITY ACCESS NORTH SHORE,Care Home 010,2024-12-01,2024-12-07,0,
314,PRIORITY ACCESS NORTH SHORE,Care Home 010,2023-09-14,2023-09-18,0,Male
315,PRIORITY ACCESS RICHMOND,Care Home 015,2024-08-05,2024-08-08,1,
316,PRIORITY ACCESS COAST,Care Home 020,2023-03-08,2023-03-10,0,
317,PRIORITY ACCESS NORTH SHORE,Care Home 006,2022-05-04,2022-05-09,0,
318,PRIORITY ACCESS VANCOUVER,Care Home 014,2023-07-04,2023-07-10,0,Female
319,PRIORITY ACCESS COAST,Care Home 019,2024-05-17,2024-05-20,0,
320,PRIORITY ACCESS NORTH SHORE,Care Home 030,2023-11-26,2023-11-29,0,
321,PRIORITY ACCESS VANCOUVER,Care Home 014,2023-04-29,2023-05-02,0,
322,PRIORITY ACCESS NORTH SHORE,Care Home 016,2022-07-10,2022-07-13,0,
323,PRIORITY ACCESS NORTH SHORE,Care Home 005,2024-10-06,2024-10-08,0,
324,PRIORITY ACCESS NORTH SHORE,Care Home 016,2022-12-31,2023-01-04,0,Female
325,PRIORITY ACCESS NORTH SHORE,Care Home 025,2022-07-21,2022-07-26,0,
326,PRIORITY ACCESS RICHMOND,Care Home 026,2023-05-23,2023-05-24,1,
327,PRIORITY ACCESS NORTH SHORE,Care Home 028,2024-01-17,2024-01-18,0,
328,PRIORITY ACCESS RICHMOND,Care Home 003,2022-04-29,2022-05-02,0,
329,PRIORITY ACCESS VANCOUVER,Care Home 023,2022-11-03,2022-11-07,0,
330,PRIORITY ACCESS COAST,Care Home 029,2023-03-19,2023-03-26,0,
331,PRIORITY ACCESS VANCOUVER,Care Home 027,2022-06-02,2022-06-04,0,
332,PRIORITY ACCESS NORTH SHORE,Care Home 005,2023-09-11,2023-09-13,0,Male
333,PRIORITY ACCESS RICHMOND,Care Home 017,2024-07-22,2024-07-28,0,
334,PRIORITY ACCESS COAST,Care Home 029,2024-10-22,2024-10-27,0,
335,PRIORITY ACCESS RICHMOND,Care Home 012,2023-09-21,2023-09-25,0,
336,PRIORITY ACCESS RICHMOND,Care Home 022,2024-01-07,2024-01-14,0,
337,PRIORITY ACCESS VANCOUVER,Care Home 013,2022-08-16,2022-08-17,0,
338,PRIORITY ACCESS RICHMOND,Care Home 003,2023-01-28,2023-02-02,1,
339,PRIORITY ACCESS NORTH SHORE,Care Home 010,2024-12-27,2024-12-31,0,
340,PRIORITY ACCESS VANCOUVER,Care Home 018,2022-09-22,2022-09-27,0,
341,PRIORITY ACCESS COAST,Care Home 021,2022-08-24,2022-08-25,0,
342,PRIORITY ACCESS NORTH SHORE,Care Home 028,2022-11-15,2022-11-19,0,
343,PRIORITY ACCESS NORTH SHORE,Care Home 005,2022-10-15,2022-10-16,0,Female
344,PRIORITY ACCESS VANCOUVER,Care Home 007,2024-08-09,2024-08-12,0,
345,PRIORITY ACCESS NORTH SHORE,Care Home 030,2025-02-19,2025-02-26,0,
346,PRIORITY ACCESS NORTH SHORE,Care Home 005,2023-07-04,2023-07-07,0,
347,PRIORITY ACCESS NORTH SHORE,Care Home 002,2023-08-23,2023-08-30,0,
348,PRIORITY ACCESS RICHMOND,Care Home 017,2023-02-16,2023-02-20,0,
349,PRIORITY ACCESS NORTH SHORE,Care Home 028,2024-06-20,2024-06-26,1,
350,PRIORITY ACCESS NORTH SHORE,Care Home 001,2024-09-05,2024-09-12,0,
351,PRIORITY ACCESS NORTH SHORE,Care Home 005,2024-10-14,2024-10-18,0,
352,PRIORITY ACCESS NORTH SHORE,Care Home 030,2022-06-07,2022-06-09,1,
353,PRIORITY ACCESS NORTH SHORE,Care Home 030,2023-09-29,2023-10-02,1,Male
354,PRIORITY ACCESS COAST,Care Home 021,2024-10-10,2024-10-11,0,
355,PRIORITY ACCESS RICHMOND,Care Home 022,2024-01-20,2024-01-26,1,Female
356,PRIORITY ACCESS NORTH SHORE,Care Home 028,2024-07-26,2024-07-29,0,
357,PRIORITY ACCESS RICHMOND,Care Home 017,2022-11-16,2022-11-23,0,
358,PRIORITY ACCESS VANCOUVER,Care Home 014,2023-07-31,2023-08-07,0,
359,PRIORITY ACCESS RICHMOND,Care Home 012,2022-07-31,2022-08-01,0,
360,PRIORITY ACCESS RICHMOND,Care Home 022,2023-07-20,2023-07-22,1,
361,PRIORITY ACCESS NORTH SHORE,Care Home 028,2023-03-02,2023-03-04,0,
362,PRIORITY ACCESS NORTH SHORE,Care Home 025,2022-11-19,2022-11-22,0,Female
363,PRIORITY ACCESS NORTH SHORE,Care Home 016,2022-05-14,2022-05-16,1,
364,PRIORITY ACCESS NORTH SHORE,Care Home 028,2022-06-07,2022-06-09,0,
365,PRIORITY ACCESS NORTH SHORE,Care Home 006,2023-01-03,2023-01-07,1,
366,PRIORITY ACCESS NORTH SHORE,Care Home 016,2024-07-31,2024-08-07,0,
367,PRIORITY ACCESS COAST,Care Home 019,2022-08-14,2022-08-17,1,
368,PRIORITY ACCESS VANCOUVER,Care Home 013,2023-07-11,2023-07-16,0,
369,PRIORITY ACCESS COAST,Care Home 029,2022-08-10,2022-08-14,0,
370,PRIORITY ACCESS NORTH SHORE,Care Home 006,2024-02-25,2024-02-27,1,
371,PRIORITY ACCESS COAST,Care Home 021,2024-06-26,2024-07-02,0,
372,PRIORITY ACCESS VANCOUVER,Care Home 023,2022-10-18,2022-10-24,0,
373,PRIORITY ACCESS NORTH SHORE,Care Home 004,2022-05-04,2022-05-08,0,
374,PRIORITY ACCESS RICHMOND,Care Home 003,2023-08-31,2023-09-04,1,
375,PRIORITY ACCESS RICHMOND,Care Home 015,2024-05-21,2024-05-26,0,
376,PRIORITY ACCESS COAST,Care Home 019,2022-05-25,2022-05-30,0,
377,PRIORITY ACCESS NORTH SHORE,Care Home 030,2023-01-27,2023-01-31,0,
378,PRIORITY ACCESS RICHMOND,Care Home 022,2024-02-20,2024-02-26,0,
379,PRIORITY ACCESS RICHMOND,Care Home 024,2022-10-23,2022-10-29,0,
380,PRIORITY ACCESS VANCOUVER,Care Home 014,2024-03-06,2024-03-12,0,Male
381,PRIORITY ACCESS COAST,Care Home 021,2023-12-30,2024-01-02,0,
382,PRIORITY ACCESS NORTH SHORE,Care Home 002,2024-05-24,2024-05-28,0,
383,PRIORITY ACCESS VANCOUVER,Care Home 014,2023-04-08,2023-04-09,0,
384,PRIORITY ACCESS NORTH SHORE,Care Home 004,2024-06-04,2024-06-06,1,
385,PRIORITY ACCESS VANCOUVER,Care Home 027,2022-07-16,2022-07-23,1,
386,PRIORITY ACCESS RICHMOND,Care Home 012,2023-02-05,2023-02-08,0,
387,PRIORITY ACCESS NORTH SHORE,Care Home 016,2022-09-28,2022-10-03,0,
388,PRIORITY ACCESS RICHMOND,Care Home 024,2023-08-23,2023-08-29,0,
389,PRIORITY ACCESS NORTH SHORE,Care Home 005,2023-05-13,2023-05-14,0,
390,PRIORITY ACCESS NORTH SHORE,Care Home 005,2022-06-14,2022-06-17,0,
391,PRIORITY ACCESS RICHMOND,Care Home 015,2022-07-26,2022-08-01,0,
392,PRIORITY ACCESS VANCOUVER,Care Home 009,2022-12-13,2022-12-16,0,
393,PRIORITY ACCESS VANCOUVER,Care Home 011,2023-04-01,2023-04-04,0,
394,PRIORITY ACCESS NORTH SHORE,Care Home 006,2023-03-01,2023-03-03,0,
395,PRIORITY ACCESS VANCOUVER,Care Home 009,2024-04-16,2024-04-19,1,
396,PRIORITY ACCESS RICHMOND,Care Home 017,2024-06-21,2024-06-22,0,
397,PRIORITY ACCESS NORTH SHORE,Care Home 028,2022-04-26,2022-05-03,0,Male
398,PRIORITY ACCESS VANCOUVER,Care Home 014,2024-11-03,2024-11-09,0,
399,PRIORITY ACCESS NORTH SHORE,Care Home 028,2024-06-18,2024-06-19,0,
400,PRIORITY ACCESS RICHMOND,Care Home 015,2023-09-09,2023-09-13,0,
401,PRIORITY ACCESS VANCOUVER,Care Home 013,2024-02-14,2024-02-20,1,
402,PRIORITY ACCESS NORTH SHORE,Care Home 006,2024-07-23,2024-07-24,0,Male
403,PRIORITY ACCESS RICHMOND,Care Home 026,2022-08-05,2022-08-12,0,
404,PRIORITY ACCESS VANCOUVER,Care Home 023,2023-01-11,2023-01-17,0,Female
405,PRIORITY ACCESS COAST,Care Home 019,2025-02-23,2025-02-27,1,
406,PRIORITY ACCESS VANCOUVER,Care Home 007,2022-10-25,2022-10-31,0,Female
407,PRIORITY ACCESS NORTH SHORE,Care Home 002,2022-06-03,2022-06-09,1,
408,PRIORITY ACCESS VANCOUVER,Care Home 023,2022-10-04,2022-10-06,0,
409,PRIORITY ACCESS NORTH SHORE,Care Home 025,2024-06-28,2024-06-29,0,
410,PRIORITY ACCESS VANCOUVER,Care Home 013,2022-12-07,2022-12-14,0,Male
411,PRIORITY ACCESS VANCOUVER,Care Home 009,2022-04-06,2022-04-10,0,
412,PRIORITY ACCESS RICHMOND,Care Home 024,2024-07-05,2024-07-10,0,
413,PRIORITY ACCESS RICHMOND,Care Home 024,2024-09-12,2024-09-14,0,
414,PRIORITY ACCESS VANCOUVER,Care Home 011,2025-02-22,2025-03-01,0,
415,PRIORITY ACCESS NORTH SHORE,Care Home 002,2024-05-16,2024-05-22,0,
416,PRIORITY ACCESS VANCOUVER,Care Home 011,2024-06-04,2024-06-06,1,
417,PRIORITY ACCESS RICHMOND,Care Home 012,2023-11-23,2023-11-26,0,
418,PRIORITY ACCESS NORTH SHORE,Care Home 016,2024-02-13,2024-02-19,0,Male
419,PRIORITY ACCESS COAST,Care Home 021,2024-02-25,2024-02-28,1,Female
420,PRIORITY ACCESS NORTH SHORE,Care Home 030,2024-05-17,2024-05-18,0,
421,PRIORITY ACCESS VANCOUVER,Care Home 023,2022-08-18,2022-08-20,0,
422,PRIORITY ACCESS NORTH SHORE,Care Home 008,2023-02-03,2023-02-05,0,Female
423,PRIORITY ACCESS RICHMOND,Care Home 024,2024-02-07,2024-02-09,0,
424,PRIORITY ACCESS VANCOUVER,Care Home 009,2022-08-22,2022-08-23,1,
425,PRIORITY ACCESS COAST,Care Home 029,2023-06-04,2023-06-10,1,
426,PRIORITY ACCESS RICHMOND,Care Home 003,2022-09-20,2022-09-26,1,
427,PRIORITY ACCESS COAST,Care Home 020,2023-05-24,2023-05-31,0,
428,PRIORITY ACCESS RICHMOND,Care Home 003,2022-11-29,2022-12-03,0,
429,PRIORITY ACCESS NORTH SHORE,Care Home 002,2022-07-15,2022-07-20,1,
430,PRIORITY ACCESS NORTH SHORE,Care Home 004,2024-07-10,2024-07-12,0,
431,PRIORITY ACCESS COAST,Care Home 029,2022-05-31,2022-06-07,0,
432,PRIORITY ACCESS NORTH SHORE,Care Home 002,2024-08-21,2024-08-23,1,
433,PRIORITY ACCESS VANCOUVER,Care Home 023,2025-02-14,2025-02-16,0,
434,PRIORITY ACCESS NORTH SHORE,Care Home 016,2023-12-12,2023-12-19,0,
435,PRIORITY ACCESS RICHMOND,Care Home 012,2024-07-29,2024-07-31,0,
436,PRIORITY ACCESS NORTH SHORE,Care Home 008,2023-10-10,2023-10-16,0,
437,PRIORITY ACCESS NORTH SHORE,Care Home 006,2022-04-09,2022-04-15,0,Female
438,PRIORITY ACCESS RICHMOND,Care Home 012,2023-04-10,2023-04-13,0,
439,PRIORITY ACCESS COAST,Care Home 020,2022-11-23,2022-11-24,0,
440,PRIORITY ACCESS RICHMOND,Care Home 003,2023-01-28,2023-02-01,0,
441,PRIORITY ACCESS RICHMOND,Care Home 024,2023-08-25,2023-09-01,0,
442,PRIORITY ACCESS VANCOUVER,Care Home 007,2023-03-25,2023-03-27,0,
443,PRIORITY ACCESS COAST,Care Home 019,2025-01-04,2025-01-05,0,
444,PRIORITY ACCESS NORTH SHORE,Care Home 010,2023-11-22,2023-11-27,0,
445,PRIORITY ACCESS RICHMOND,Care Home 015,2024-08-19,2024-08-26,0,
446,PRIORITY ACCESS VANCOUVER,Care Home 013,2025-01-01,2025-01-08,0,
447,PRIORITY ACCESS NORTH SHORE,Care Home 002,2023-10-11,2023-10-18,0,
448,PRIORITY ACCESS VANCOUVER,Care Home 009,2022-11-16,2022-11-20,1,
449,PRIORITY ACCESS NORTH SHORE,Care Home 016,2024-07-26,2024-07-28,0,
450,PRIORITY ACCESS VANCOUVER,Care Home 014,2024-04-26,2024-04-27,0,
451,PRIORITY ACCESS COAST,Care Home 020,2022-07-19,2022-07-23,0,
452,PRIORITY ACCESS NORTH SHORE,Care Home 010,2022-11-01,2022-11-02,0,
453,PRIORITY ACCESS VANCOUVER,Care Home 027,2025-01-29,2025-02-03,0,
454,PRIORITY ACCESS NORTH SHORE,Care Home 006,2024-11-17,2024-11-22,1,
455,PRIORITY ACCESS NORTH SHORE,Care Home 028,2023-02-04,2023-02-06,1,
456,PRIORITY ACCESS RICHMOND,Care Home 012,2022-06-15,2022-06-16,1,
457,PRIORITY ACCESS NORTH SHORE,Care Home 030,2023-10-15,2023-10-21,0,
458,PRIORITY ACCESS NORTH SHORE,Care Home 002,2024-02-01,2024-02-04,0,
459,PRIORITY ACCESS VANCOUVER,Care Home 027,2024-12-25,2024-12-30,0,
460,PRIORITY ACCESS NORTH SHORE,Care Home 006,2023-08-12,2023-08-13,0,
461,PRIORITY ACCESS NORTH SHORE,Care Home 006,2023-06-24,2023-06-26,0,
462,PRIORITY ACCESS COAST,Care Home 021,2023-03-18,2023-03-25,1,
463,PRIORITY ACCESS COAST,Care Home 021,2024-10-25,2024-10-31,1,
464,PRIORITY ACCESS VANCOUVER,Care Home 014,2024-04-03,2024-04-08,0,
465,PRIORITY ACCESS NORTH SHORE,Care Home 028,2022-12-21,2022-12-24,0,
466,PRIORITY ACCESS VANCOUVER,Care Home 014,2024-01-11,2024-01-13,0,
467,PRIORITY ACCESS COAST,Care Home 019,2024-01-18,2024-01-23,1,
468,PRIORITY ACCESS VANCOUVER,Care Home 023,2023-07-20,2023-07-21,1,
469,PRIORITY ACCESS VANCOUVER,Care Home 013,2023-03-19,2023-03-23,1,
470,PRIORITY ACCESS RICHMOND,Care Home 026,2024-08-31,2024-09-04,0,
471,PRIORITY ACCESS RICHMOND,Care Home 017,2023-10-28,2023-11-01,0,
472,PRIORITY ACCESS NORTH SHORE,Care Home 028,2023-09-06,2023-09-13,0,
473,PRIORITY ACCESS NORTH SHORE,Care Home 016,2022-08-06,2022-08-07,0,
474,PRIORITY ACCESS NORTH SHORE,Care Home 016,2024-12-07,2024-12-10,0,
475,PRIORITY ACCESS RICHMOND,Care Home 015,2023-09-29,2023-10-03,1,
476,PRIORITY ACCESS NORTH SHORE,Care Home 005,2022-07-11,2022-07-16,0,
477,PRIORITY ACCESS NORTH SHORE,Care Home 001,2023-10-26,2023-11-01,0,
478,PRIORITY ACCESS NORTH SHORE,Care Home 030,2022-09-12,2022-09-13,0,
479,PRIORITY ACCESS COAST,Care Home 029,2022-10-25,2022-10-28,0,
480,PRIORITY ACCESS VANCOUVER,Care Home 009,2024-06-18,2024-06-20,0,Female
481,PRIORITY ACCESS VANCOUVER,Care Home 007,2022-09-14,2022-09-20,0,
482,PRIORITY ACCESS NORTH SHORE,Care Home 025,2022-11-25,2022-12-01,0,
483,PRIORITY ACCESS VANCOUVER,Care Home 009,2024-02-10,2024-02-15,0,Male
484,PRIORITY ACCESS NORTH SHORE,Care Home 004,2023-10-14,2023-10-17,0,
485,PRIORITY ACCESS COAST,Care Home 020,2023-03-10,2023-03-12,0,
486,PRIORITY ACCESS VANCOUVER,Care Home 007,2023-02-17,2023-02-24,0,Male
487,PRIORITY ACCESS VANCOUVER,Care Home 014,2024-12-05,2024-12-12,0,
488,PRIORITY ACCESS NORTH SHORE,Care Home 002,2023-03-08,2023-03-13,0,
489,PRIORITY ACCESS RICHMOND,Care Home 017,2023-12-05,2023-12-10,0,
490,PRIORITY ACCESS NORTH SHORE,Care Home 025,2023-03-22,2023-03-25,1,
491,PRIORITY ACCESS NORTH SHORE,Care Home 010,2023-10-20,2023-10-26,1,
492,PRIORITY ACCESS NORTH SHORE,Care Home 004,2024-06-17,2024-06-24,0,
493,PRIORITY ACCESS RICHMOND,Care Home 017,2022-07-29,2022-07-31,0,
494,PRIORITY ACCESS COAST,Care Home 021,2022-06-09,2022-06-10,1,
495,PRIORITY ACCESS NORTH SHORE,Care Home 002,2022-04-24,2022-04-30,0,
496,PRIORITY ACCESS VANCOUVER,Care Home 007,2023-07-18,2023-07-23,0,
497,PRIORITY ACCESS VANCOUVER,Care Home 014,2024-01-28,2024-02-04,1,
498,PRIORITY ACCESS VANCOUVER,Care Home 018,2024-11-18,2024-11-21,1,
499,PRIORITY ACCESS RICHMOND,Care Home 017,2024-08-08,2024-08-13,0,
500,PRIORITY ACCESS COAST,Care Home 029,2025-01-10,2025-01-17,0,
501,PRIORITY ACCESS RICHMOND,Care Home 015,2024-06-30,2024-07-03,1,
502,PRIORITY ACCESS NORTH SHORE,Care Home 004,2023-04-11,2023-04-15,0,
503,PRIORITY ACCESS RICHMOND,Care Home 022,2023-11-01,2023-11-06,0,
504,PRIORITY ACCESS NORTH SHORE,Care Home 016,2024-08-11,2024-08-13,0,
505,PRIORITY ACCESS RICHMOND,Care Home 022,2024-01-22,2024-01-27,1,
506,PRIORITY ACCESS RICHMOND,Care Home 026,2022-11-25,2022-11-30,1,
507,PRIORITY ACCESS VANCOUVER,Care Home 014,2022-08-27,2022-09-02,1,Female
508,PRIORITY ACCESS COAST,Care Home 019,2024-12-15,2024-12-19,0,Female
509,PRIORITY ACCESS NORTH SHORE,Care Home 001,2023-09-25,2023-09-26,0,
510,PRIORITY ACCESS NORTH SHORE,Care Home 006,2024-11-20,2024-11-22,1,
511,PRIORITY ACCESS NORTH SHORE,Care Home 030,2022-06-11,2022-06-17,0,
512,PRIORITY ACCESS RICHMOND,Care Home 015,2023-06-19,2023-06-24,0,
513,PRIORITY ACCESS VANCOUVER,Care Home 018,2024-04-24,2024-04-25,0,
514,PRIORITY ACCESS NORTH SHORE,Care Home 016,2023-08-17,2023-08-23,0,
515,PRIORITY ACCESS NORTH SHORE,Care Home 016,2022-08-17,2022-08-23,1,
516,PRIORITY ACCESS RICHMOND,Care Home 012,2022-11-20,2022-11-26,0,Female
517,PRIORITY ACCESS VANCOUVER,Care Home 014,2022-07-14,2022-07-16,0,
518,PRIORITY ACCESS NORTH SHORE,Care Home 006,2024-09-24,2024-09-30,0,
519,PRIORITY ACCESS NORTH SHORE,Care Home 008,2022-08-11,2022-08-13,0,
520,PRIORITY ACCESS RICHMOND,Care Home 017,2022-09-08,2022-09-12,0,
521,PRIORITY ACCESS RICHMOND,Care Home 003,2023-02-25,2023-02-26,0,
522,PRIORITY ACCESS NORTH SHORE,Care Home 005,2023-01-29,2023-02-02,0,
523,PRIORITY ACCESS VANCOUVER,Care Home 011,2023-03-05,2023-03-11,0,
524,PRIORITY ACCESS NORTH SHORE,Care Home 008,2024-02-23,2024-02-25,0,
525,PRIORITY ACCESS NORTH SHORE,Care Home 004,2023-01-27,2023-01-28,0,
526,PRIORITY ACCESS NORTH SHORE,Care Home 004,2022-05-21,2022-05-25,0,
527,PRIORITY ACCESS VANCOUVER,Care Home 009,2024-04-04,2024-04-07,0,
528,PRIORITY ACCESS VANCOUVER,Care Home 013,2022-05-05,2022-05-10,0,
529,PRIORITY ACCESS COAST,Care Home 019,2024-06-18,2024-06-19,1,
530,PRIORITY ACCESS VANCOUVER,Care Home 011,2023-07-31,2023-08-03,0,
531,PRIORITY ACCESS RICHMOND,Care Home 012,2024-09-18,2024-09-22,1,
532,PRIORITY ACCESS COAST,Care Home 019,2023-10-01,2023-10-07,1,
533,PRIORITY ACCESS VANCOUVER,Care Home 011,2022-07-13,2022-07-19,1,Female
534,PRIORITY ACCESS NORTH SHORE,Care Home 030,2024-01-01,2024-01-03,0,
535,PRIORITY ACCESS VANCOUVER,Care Home 023,2023-09-17,2023-09-22,0,Female
536,PRIORITY ACCESS VANCOUVER,Care Home 023,2022-05-16,2022-05-19,1,
537,PRIORITY ACCESS VANCOUVER,Care Home 014,2024-07-24,2024-07-27,1,Male
538,PRIORITY ACCESS RICHMOND,Care Home 003,2023-07-26,2023-07-27,0,
539,PRIORITY ACCESS RICHMOND,Care Home 026,2022-09-09,2022-09-16,1,
540,PRIORITY ACCESS VANCOUVER,Care Home 007,2022-05-26,2022-06-01,0,
541,PRIORITY ACCESS COAST,Care Home 029,2022-05-19,2022-05-20,0,
542,PRIORITY ACCESS RICHMOND,Care Home 022,2023-09-18,2023-09-25,0,
543,PRIORITY ACCESS NORTH SHORE,Care Home 030,2024-05-13,2024-05-20,0,
544,PRIORITY ACCESS VANCOUVER,Care Home 013,2024-09-28,2024-10-05,0,
545,PRIORITY ACCESS RICHMOND,Care Home 012,2022-11-28,2022-11-30,1,
546,PRIORITY ACCESS VANCOUVER,Care Home 013,2023-05-23,2023-05-27,1,
547,PRIORITY ACCESS VANCOUVER,Care Home 007,2023-09-22,2023-09-27,0,
548,PRIORITY ACCESS VANCOUVER,Care Home 013,2023-04-07,2023-04-10,0,
549,PRIORITY ACCESS RICHMOND,Care Home 022,2022-07-17,2022-07-23,1,
550,PRIORITY ACCESS NORTH SHORE,Care Home 002,2024-11-14,2024-11-18,0,
551,PRIORITY ACCESS VANCOUVER,Care Home 011,2023-11-11,2023-11-12,0,
552,PRIORITY ACCESS VANCOUVER,Care Home 011,2022-08-18,2022-08-21,0,Female
553,PRIORITY ACCESS NORTH SHORE,Care Home 025,2022-09-08,2022-09-13,0,
554,PRIORITY ACCESS RICHMOND,Care Home 015,2023-03-30,2023-04-03,0,
555,PRIORITY ACCESS NORTH SHORE,Care Home 005,2024-07-11,2024-07-13,1,
556,PRIORITY ACCESS RICHMOND,Care Home 003,2024-12-13,2024-12-18,1,
557,PRIORITY ACCESS NORTH SHORE,Care Home 008,2024-06-17,2024-06-19,1,
558,PRIORITY ACCESS VANCOUVER,Care Home 011,2023-01-23,2023-01-25,0,
559,PRIORITY ACCESS NORTH SHORE,Care Home 006,2025-02-07,2025-02-10,1,
560,PRIORITY ACCESS COAST,Care Home 019,2022-04-27,2022-04-29,0,
561,PRIORITY ACCESS VANCOUVER,Care Home 007,2023-04-10,2023-04-17,0,
562,PRIORITY ACCESS NORTH SHORE,Care Home 028,2023-03-02,2023-03-03,0,
563,PRIORITY ACCESS RICHMOND,Care Home 024,2023-08-24,2023-08-31,0,
564,PRIORITY ACCESS RICHMOND,Care Home 022,2024-08-06,2024-08-12,1,Female
565,PRIORITY ACCESS NORTH SHORE,Care Home 010,2024-12-13,2024-12-20,1,
566,PRIORITY ACCESS VANCOUVER,Care Home 009,2024-02-28,2024-02-29,0,
567,PRIORITY ACCESS NORTH SHORE,Care Home 002,2024-08-03,2024-08-08,1,
568,PRIORITY ACCESS VANCOUVER,Care Home 023,2023-01-19,2023-01-26,0,
569,PRIORITY ACCESS VANCOUVER,Care Home 013,2023-08-06,2023-08-08,0,
570,PRIORITY ACCESS NORTH SHORE,Care Home 002,2024-10-23,2024-10-25,0,
571,PRIORITY ACCESS VANCOUVER,Care Home 009,2024-06-15,2024-06-18,0,
572,PRIORITY ACCESS RICHMOND,Care Home 015,2022-12-31,2023-01-03,0,
573,PRIORITY ACCESS NORTH SHORE,Care Home 016,2024-01-08,2024-01-12,0,
574,PRIORITY ACCESS COAST,Care Home 029,2022-12-30,2023-01-04,0,
575,PRIORITY ACCESS NORTH SHORE,Care Home 030,2023-12-07,2023-12-13,0,
576,PRIORITY ACCESS RICHMOND,Care Home 017,2022-09-29,2022-10-01,0,
577,PRIORITY ACCESS NORTH SHORE,Care Home 025,2022-09-24,2022-10-01,0,
578,PRIORITY ACCESS RICHMOND,Care Home 012,2024-05-07,2024-05-09,0,
579,PRIORITY ACCESS NORTH SHORE,Care Home 002,2022-04-14,2022-04-15,0,
580,PRIORITY ACCESS RICHMOND,Care Home 003,2024-03-07,2024-03-10,0,Female
581,PRIORITY ACCESS NORTH SHORE,Care Home 004,2023-01-01,2023-01-03,0,
582,PRIORITY ACCESS VANCOUVER,Care Home 011,2024-05-04,2024-05-08,1,
583,PRIORITY ACCESS VANCOUVER,Care Home 014,2024-05-08,2024-05-15,0,
584,PRIORITY ACCESS NORTH SHORE,Care Home 008,2023-08-27,2023-09-02,1,
585,PRIORITY ACCESS NORTH SHORE,Care Home 028,2023-12-14,2023-12-21,0,Female
586,PRIORITY ACCESS NORTH SHORE,Care Home 010,2023-04-14,2023-04-19,1,
587,PRIORITY ACCESS VANCOUVER,Care Home 014,2023-11-08,2023-11-15,0,
588,PRIORITY ACCESS COAST,Care Home 019,2022-06-11,2022-06-16,0,
589,PRIORITY ACCESS NORTH SHORE,Care Home 002,2023-12-18,2023-12-23,0,
590,PRIORITY ACCESS VANCOUVER,Care Home 027,2024-06-06,2024-06-09,0,
591,PRIORITY ACCESS VANCOUVER,Care Home 027,2024-12-25,2024-12-28,0,
592,PRIORITY ACCESS RICHMOND,Care Home 026,2022-06-04,2022-06-08,0,
593,PRIORITY ACCESS RICHMOND,Care Home 012,2022-10-18,2022-10-20,0,
594,PRIORITY ACCESS NORTH SHORE,Care Home 010,2023-05-19,2023-05-21,0,
595,PRIORITY ACCESS VANCOUVER,Care Home 011,2022-04-18,2022-04-21,0,
596,PRIORITY ACCESS VANCOUVER,Care Home 009,2023-10-08,2023-10-09,1,
597,PRIORITY ACCESS NORTH SHORE,Care Home 028,2024-04-27,2024-05-01,0,
598,PRIORITY ACCESS NORTH SHORE,Care Home 025,2023-08-02,2023-08-03,1,
599,PRIORITY ACCESS RICHMOND,Care Home 003,2024-04-20,2024-04-26,0,
600,PRIORITY ACCESS RICHMOND,Care Home 026,2024-10-12,2024-10-17,0,
601,PRIORITY ACCESS COAST,Care Home 019,2023-12-21,2023-12-27,1,
602,PRIORITY ACCESS RICHMOND,Care Home 003,2023-11-14,2023-11-19,0,
603,PRIORITY ACCESS VANCOUVER,Care Home 007,2023-09-03,2023-09-06,0,
604,PRIORITY ACCESS RICHMOND,Care Home 022,2024-04-19,2024-04-22,0,
605,PRIORITY ACCESS VANCOUVER,Care Home 007,2024-04-27,2024-05-03,0,
606,PRIORITY ACCESS NORTH SHORE,Care Home 006,2025-01-30,2025-02-01,0,
607,PRIORITY ACCESS RICHMOND,Care Home 022,2024-01-06,2024-01-09,0,
608,PRIORITY ACCESS COAST,Care Home 019,2022-05-16,2022-05-23,0,
609,PRIORITY ACCESS NORTH SHORE,Care Home 001,2023-02-28,2023-03-06,0,
610,PRIORITY ACCESS VANCOUVER,Care Home 027,2023-07-09,2023-07-10,0,
611,PRIORITY ACCESS NORTH SHORE,Care Home 010,2023-02-06,2023-02-11,0,
612,PRIORITY ACCESS NORTH SHORE,Care Home 025,2022-06-23,2022-06-26,0,
613,PRIORITY ACCESS RICHMOND,Care Home 012,2022-09-05,2022-09-08,0,
614,PRIORITY ACCESS NORTH SHORE,Care Home 025,2023-09-11,2023-09-16,1,
615,PRIORITY ACCESS NORTH SHORE,Care Home 028,2022-04-29,2022-05-02,0,
616,PRIORITY ACCESS RICHMOND,Care Home 012,2025-02-14,2025-02-17,0,
617,PRIORITY ACCESS VANCOUVER,Care Home 007,2023-06-22,2023-06-26,0,
618,PRIORITY ACCESS NORTH SHORE,Care Home 010,2024-08-28,2024-08-31,0,
619,PRIORITY ACCESS NORTH SHORE,Care Home 005,2022-11-11,2022-11-18,0,
